param_id,param_name,host,endpoint_id,endpoint_method,endpoint_path,location,param_type,semantic_type,seen_count,is_reflected,reflection_count,example_values,phase,phase_status,flow_id,payload_description,outcome_summary,started_at,completed_at
6103d186-3b97-4fd0-ace3-92d7562cfa67,BasketId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""1""]",iv_baseline,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,"(original flow, no mutation)",HTTP 200  157 bytes  application/json; charset=utf-8,2026-06-28T08:53:18.241801+00:00,2026-06-28T08:53:18.310312+00:00
6103d186-3b97-4fd0-ace3-92d7562cfa67,BasketId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""1""]",iv_characters,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,"test{char}value for each of:   "" # % & ' ( ) + , - . / 1 : ; < = > ? @ [ \ ] _ ` a { }",error=29,2026-06-28T08:53:25.533085+00:00,2026-06-28T08:53:25.746143+00:00
6103d186-3b97-4fd0-ace3-92d7562cfa67,BasketId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""1""]",iv_identifier,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,,error: unexpected: Too much data for declared Content-Length,2026-06-28T08:53:22.349453+00:00,2026-06-28T08:53:22.365151+00:00
6103d186-3b97-4fd0-ace3-92d7562cfa67,BasketId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""1""]",iv_length,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,"a*n for n in 1,4,8,16,32,64,128,256,512,1024",max_accepted=0,2026-06-28T08:53:29.560416+00:00,2026-06-28T08:53:29.643493+00:00
6103d186-3b97-4fd0-ace3-92d7562cfa67,BasketId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""1""]",iv_transformations,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,,error: unexpected: Too much data for declared Content-Length,2026-06-28T08:53:34.243959+00:00,2026-06-28T08:53:34.257288+00:00
6103d186-3b97-4fd0-ace3-92d7562cfa67,BasketId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""1""]",iv_types,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,type probes (int/float/uuid/email/...),accepted=none  rejected=none,2026-06-28T08:53:32.059293+00:00,2026-06-28T08:53:32.141436+00:00
6103d186-3b97-4fd0-ace3-92d7562cfa67,BasketId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""1""]",iv_validation,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,"validation probes: empty,whitespace,null_byte,very_long,special_chars,html_injection,negative_int,float",empty=  whitespace=  null_byte=  very_long=  special_chars=  html_injection=  negative_int=  float=,2026-06-28T08:53:36.694847+00:00,2026-06-28T08:53:36.772956+00:00
842e9550-5c39-424d-aef7-e3dbc3235fbe,EIO,myapp.local,bf8c4138-4239-436c-8d63-447915d7e9d9,GET,/socket.io,query,int,integer,12,0,0,"[""4""]",iv_baseline,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,"(original flow, no mutation)",HTTP 400  34 bytes  application/json,2026-06-28T08:54:14.162018+00:00,2026-06-28T08:54:14.175164+00:00
842e9550-5c39-424d-aef7-e3dbc3235fbe,EIO,myapp.local,bf8c4138-4239-436c-8d63-447915d7e9d9,GET,/socket.io,query,int,integer,12,0,0,"[""4""]",iv_characters,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,"test{char}value for each of:   "" # % & ' ( ) + , - . / 1 : ; < = > ? @ [ \ ] _ ` a { }",validation_error=29,2026-06-28T08:54:14.239813+00:00,2026-06-28T08:54:14.454332+00:00
842e9550-5c39-424d-aef7-e3dbc3235fbe,EIO,myapp.local,bf8c4138-4239-436c-8d63-447915d7e9d9,GET,/socket.io,query,int,integer,12,0,0,"[""4""]",iv_identifier,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,__TL_000001__,HTTP 400  not reflected,2026-06-28T08:54:14.197506+00:00,2026-06-28T08:54:14.210525+00:00
842e9550-5c39-424d-aef7-e3dbc3235fbe,EIO,myapp.local,bf8c4138-4239-436c-8d63-447915d7e9d9,GET,/socket.io,query,int,integer,12,0,0,"[""4""]",iv_length,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,"a*n for n in 1,4,8,16,32,64,128,256,512,1024",max_accepted=0,2026-06-28T08:54:14.476395+00:00,2026-06-28T08:54:14.591554+00:00
842e9550-5c39-424d-aef7-e3dbc3235fbe,EIO,myapp.local,bf8c4138-4239-436c-8d63-447915d7e9d9,GET,/socket.io,query,int,integer,12,0,0,"[""4""]",iv_transformations,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,  __TL_TrANsFoRm__  ,transforms=none  reflected_as='',2026-06-28T08:54:14.735918+00:00,2026-06-28T08:54:14.750931+00:00
842e9550-5c39-424d-aef7-e3dbc3235fbe,EIO,myapp.local,bf8c4138-4239-436c-8d63-447915d7e9d9,GET,/socket.io,query,int,integer,12,0,0,"[""4""]",iv_types,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,type probes (int/float/uuid/email/...),"accepted=none  rejected=integer,float,boolean,uuid,email,url,timestamp,iso_date,hash_md5,string,empty,null_str",2026-06-28T08:54:14.623875+00:00,2026-06-28T08:54:14.712456+00:00
842e9550-5c39-424d-aef7-e3dbc3235fbe,EIO,myapp.local,bf8c4138-4239-436c-8d63-447915d7e9d9,GET,/socket.io,query,int,integer,12,0,0,"[""4""]",iv_validation,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,"validation probes: empty,whitespace,null_byte,very_long,special_chars,html_injection,negative_int,float",empty=bad_request  whitespace=bad_request  null_byte=bad_request  very_long=bad_request  special_chars=bad_request  html_injection=bad_request  negative_int=bad_request  float=bad_request,2026-06-28T08:54:14.786918+00:00,2026-06-28T08:54:14.863323+00:00
00945374-f1ef-45db-b6c9-8f6796df1fc3,EIO,myapp.local,797b896c-4101-4b33-aee5-9f395af4bbf3,POST,/socket.io,query,int,integer,3,0,0,"[""4""]",iv_baseline,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,"(original flow, no mutation)",HTTP 400  34 bytes  application/json,2026-06-28T08:54:14.162018+00:00,2026-06-28T08:54:14.175164+00:00
00945374-f1ef-45db-b6c9-8f6796df1fc3,EIO,myapp.local,797b896c-4101-4b33-aee5-9f395af4bbf3,POST,/socket.io,query,int,integer,3,0,0,"[""4""]",iv_characters,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,"test{char}value for each of:   "" # % & ' ( ) + , - . / 1 : ; < = > ? @ [ \ ] _ ` a { }",validation_error=29,2026-06-28T08:54:14.239813+00:00,2026-06-28T08:54:14.454332+00:00
00945374-f1ef-45db-b6c9-8f6796df1fc3,EIO,myapp.local,797b896c-4101-4b33-aee5-9f395af4bbf3,POST,/socket.io,query,int,integer,3,0,0,"[""4""]",iv_identifier,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,__TL_000001__,HTTP 400  not reflected,2026-06-28T08:54:14.197506+00:00,2026-06-28T08:54:14.210525+00:00
00945374-f1ef-45db-b6c9-8f6796df1fc3,EIO,myapp.local,797b896c-4101-4b33-aee5-9f395af4bbf3,POST,/socket.io,query,int,integer,3,0,0,"[""4""]",iv_length,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,"a*n for n in 1,4,8,16,32,64,128,256,512,1024",max_accepted=0,2026-06-28T08:54:14.476395+00:00,2026-06-28T08:54:14.591554+00:00
00945374-f1ef-45db-b6c9-8f6796df1fc3,EIO,myapp.local,797b896c-4101-4b33-aee5-9f395af4bbf3,POST,/socket.io,query,int,integer,3,0,0,"[""4""]",iv_transformations,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,  __TL_TrANsFoRm__  ,transforms=none  reflected_as='',2026-06-28T08:54:14.735918+00:00,2026-06-28T08:54:14.750931+00:00
00945374-f1ef-45db-b6c9-8f6796df1fc3,EIO,myapp.local,797b896c-4101-4b33-aee5-9f395af4bbf3,POST,/socket.io,query,int,integer,3,0,0,"[""4""]",iv_types,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,type probes (int/float/uuid/email/...),"accepted=none  rejected=integer,float,boolean,uuid,email,url,timestamp,iso_date,hash_md5,string,empty,null_str",2026-06-28T08:54:14.623875+00:00,2026-06-28T08:54:14.712456+00:00
00945374-f1ef-45db-b6c9-8f6796df1fc3,EIO,myapp.local,797b896c-4101-4b33-aee5-9f395af4bbf3,POST,/socket.io,query,int,integer,3,0,0,"[""4""]",iv_validation,completed,ec079b76-d4bf-48dc-858f-2be53bda46b4,"validation probes: empty,whitespace,null_byte,very_long,special_chars,html_injection,negative_int,float",empty=bad_request  whitespace=bad_request  null_byte=bad_request  very_long=bad_request  special_chars=bad_request  html_injection=bad_request  negative_int=bad_request  float=bad_request,2026-06-28T08:54:14.786918+00:00,2026-06-28T08:54:14.863323+00:00
025a62e7-633b-4852-909d-7fe09a39fd7e,ProductId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""42"", ""51"", ""52"", ""6""]",iv_baseline,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,"(original flow, no mutation)",HTTP 500  2422 bytes  application/json; charset=utf-8,2026-06-28T08:53:39.193575+00:00,2026-06-28T08:53:39.214256+00:00
025a62e7-633b-4852-909d-7fe09a39fd7e,ProductId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""42"", ""51"", ""52"", ""6""]",iv_characters,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,"test{char}value for each of:   "" # % & ' ( ) + , - . / 1 : ; < = > ? @ [ \ ] _ ` a { }",error=29,2026-06-28T08:53:46.397330+00:00,2026-06-28T08:53:46.613866+00:00
025a62e7-633b-4852-909d-7fe09a39fd7e,ProductId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""42"", ""51"", ""52"", ""6""]",iv_identifier,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,,error: unexpected: Too much data for declared Content-Length,2026-06-28T08:53:42.062876+00:00,2026-06-28T08:53:42.075985+00:00
025a62e7-633b-4852-909d-7fe09a39fd7e,ProductId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""42"", ""51"", ""52"", ""6""]",iv_length,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,"a*n for n in 1,4,8,16,32,64,128,256,512,1024",max_accepted=0,2026-06-28T08:53:49.316205+00:00,2026-06-28T08:53:49.392858+00:00
025a62e7-633b-4852-909d-7fe09a39fd7e,ProductId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""42"", ""51"", ""52"", ""6""]",iv_transformations,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,,error: unexpected: Too much data for declared Content-Length,2026-06-28T08:53:57.814849+00:00,2026-06-28T08:53:57.828137+00:00
025a62e7-633b-4852-909d-7fe09a39fd7e,ProductId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""42"", ""51"", ""52"", ""6""]",iv_types,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,type probes (int/float/uuid/email/...),accepted=none  rejected=none,2026-06-28T08:53:53.243404+00:00,2026-06-28T08:53:53.339065+00:00
025a62e7-633b-4852-909d-7fe09a39fd7e,ProductId,myapp.local,9c5cafca-b5d9-4e81-935f-6badcfda13c4,POST,/api/BasketItems,body,int,integer,4,0,0,"[""42"", ""51"", ""52"", ""6""]",iv_validation,completed,3de72a6d-9bf7-4c5a-b4b2-e9579980cfe6,"validation probes: empty,whitespace,null_byte,very_long,special_chars,html_injection,negative_int,float",empty=  whitespace=  null_byte=  very_long=  special_chars=  html_injection=  negative_int=  float=,2026-06-28T08:53:57.850685+00:00,2026-06-28T08:53:57.919939+00:00
05bb2d14-dae8-4d4b-9d95-94b19c4d6ae0,authorization,myapp.local,b9b8e072-c077-4dde-a24b-2ea97b8b9bf0,DELETE,/api/BasketItems/19,header,string,jwt,1,0,0,"[""Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJpZCI6MSwidXNlcm5hbWUiOiIiLCJlbWFpbCI6ImFkbWluQGp1aWNlLXNoLm9wIiwicGFzc3dvcmQiOiIwMTkyMDIzYTdiYmQ3MzI1MDUxNmYwNjlkZjE4YjUwMCIsInJvbGUiOiJhZG1pbiIsImRlbHV4ZVRva2VuIjoiIiwibGFzdExvZ2luSXAiOiIiLCJwcm9maWxlSW1hZ2UiOiJhc3NldHMvcHVibGljL2ltYWdlcy91cGxvYWRzL2RlZmF1bHRBZG1pbi5wbmciLCJ0b3RwU2VjcmV0IjoiIiwiaXNBY3RpdmUiOnRydWUsImNyZWF0ZWRBdCI6IjIwMjYtMDYtMjggMDE6MDQ6NTQuNzQ1ICswMDowMCIsInVwZGF0ZWRBdCI6IjIwMjYtMDYtMjggMDE6MDQ6NTQuNzQ1ICswMDowMCIsImRlbGV0ZWRBdCI6bnVsbH0sImlhdCI6MTc4MjYzNjY5MX0.TCLeb23ZP57y1olJOXEiz4OiMzRmplq2nlm3CCfWLkxMfNudFHUyKlbdNXtFEb-yrnDcIpHcXCNt9NnpzMZcWBSevHO7ezSomVEjIkR4BEvs4tgVoLEtTS7DxQqeADg44nb34DTAaO-pRsYXFMfpzavqNvho2RdZiS2Nucwd9fk""]",iv_baseline,completed,2848a11a-d850-441a-ad04-0a32b0a36a16,"(original flow, no mutation)",HTTP 200  441 bytes  application/json; charset=utf-8,2026-06-28T08:54:08.246134+00:00,2026-06-28T08:54:08.265408+00:00
05bb2d14-dae8-4d4b-9d95-94b19c4d6ae0,authorization,myapp.local,b9b8e072-c077-4dde-a24b-2ea97b8b9bf0,DELETE,/api/BasketItems/19,header,string,jwt,1,0,0,"[""Bearer eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJzdGF0dXMiOiJzdWNjZXNzIiwiZGF0YSI6eyJpZCI6MSwidXNlcm5hbWUiOiIiLCJlbWFpbCI6ImFkbWluQGp1aWNlLXNoLm9wIiwicGFzc3dvcmQiOiIwMTkyMDIzYTdiYmQ3MzI1MDUxNmYwNjlkZjE4YjUwMCIsInJvbGUiOiJhZG1pbiIsImRlbHV4ZVRva2VuIjoiIiwibGFzdExvZ2luSXAiOiIiLCJwcm9maWxlSW1hZ2UiOiJhc3NldHMvcHVibGljL2ltYWdlcy91cGxvYWRzL2RlZmF1bHRBZG1pbi5wbmciLCJ0b3RwU2VjcmV0IjoiIiwiaXNBY3RpdmUiOnRydWUsImNyZWF0ZWRBdCI6IjIwMjYtMDYtMjggMDE6MDQ6NTQuNzQ1ICswMDowMCIsInVwZGF0ZWRBdCI6IjIwMjYtMDYtMjggMDE6MDQ6NTQuNzQ1ICswMDowMCIsImRlbGV0ZWRBdCI6bnVsbH0sImlhdCI6MTc4MjYzNjY5MX0.TCLeb23ZP57y1olJOXEiz4OiMzRmplq2nlm3CCfWLkxMfNudFHUyKlbdNXtFEb-yrnDcIpHcXCNt9NnpzMZcWBSevHO7ezSomVEjIkR4BEvs4tgVoLEtTS7DxQqeADg44nb34DTAaO-pRsYXFMfpzavqNvho2RdZiS2Nucwd9fk""]",iv_characters,completed,2848a11a-d850-441a-ad04-0a32b0a36a16,"test{char}value for each of:   "" # % & ' ( ) + , - . / 1 : ; < = > ? @ [ \ ] _ ` a { }",accepted=24  removed_or_escaped=5,2026-06-28T08:54:08.331452+00:00,2026-06-28T08:54:08.665400+00:00
